"","Value","NAME","LC_1","AGG_NAME_1","LC_2","AGG_NAME_2","CLIMATE"
"11136",11136,"10_152_1","Cropland, rainfed","Cropland","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11137",11137,"11_152_1","Herbaceous cover","Cropland","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11138",11138,"12_152_1","Tree or shrub cover","Cropland","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11139",11139,"20_152_1","Cropland, irrigated or post-flooding","Cropland","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11140",11140,"30_152_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11141",11141,"40_152_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11142",11142,"50_152_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11143",11143,"60_152_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11144",11144,"61_152_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11145",11145,"62_152_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11146",11146,"70_152_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11147",11147,"71_152_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11148",11148,"72_152_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11149",11149,"80_152_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11150",11150,"81_152_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11151",11151,"82_152_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11152",11152,"90_152_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11153",11153,"100_152_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11154",11154,"110_152_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11155",11155,"120_152_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11156",11156,"121_152_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11157",11157,"122_152_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11158",11158,"130_152_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11159",11159,"140_152_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11160",11160,"150_152_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11161",11161,"151_152_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11162",11162,"152_152_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11163",11163,"153_152_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11164",11164,"160_152_1","Tree cover, flooded, fresh or brakish water","Forest","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11165",11165,"170_152_1","Tree cover, flooded, saline water","Wetlands","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11166",11166,"180_152_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11167",11167,"190_152_1","Urban areas","Artificial areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11168",11168,"200_152_1","Bare areas","Bare land and other areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11169",11169,"201_152_1","Consolidated bare areas","Bare land and other areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11170",11170,"202_152_1","Unconsolidated bare areas","Bare land and other areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11171",11171,"210_152_1","Water bodies","Water bodies","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11172",11172,"220_152_1","Permanent snow and ice","Bare land and other areas","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11173",11173,"0_153_1","No data","No Data","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11174",11174,"10_153_1","Cropland, rainfed","Cropland","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11175",11175,"11_153_1","Herbaceous cover","Cropland","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11176",11176,"12_153_1","Tree or shrub cover","Cropland","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11177",11177,"20_153_1","Cropland, irrigated or post-flooding","Cropland","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11178",11178,"30_153_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11179",11179,"40_153_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11180",11180,"50_153_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11181",11181,"60_153_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11182",11182,"61_153_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11183",11183,"62_153_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11184",11184,"70_153_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11185",11185,"71_153_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11186",11186,"72_153_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11187",11187,"80_153_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11188",11188,"81_153_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11189",11189,"82_153_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11190",11190,"90_153_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11191",11191,"100_153_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11192",11192,"110_153_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11193",11193,"120_153_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11194",11194,"121_153_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11195",11195,"122_153_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11196",11196,"130_153_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11197",11197,"140_153_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11198",11198,"150_153_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11199",11199,"151_153_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11200",11200,"152_153_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11201",11201,"153_153_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11202",11202,"160_153_1","Tree cover, flooded, fresh or brakish water","Forest","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11203",11203,"170_153_1","Tree cover, flooded, saline water","Wetlands","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11204",11204,"180_153_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11205",11205,"190_153_1","Urban areas","Artificial areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11206",11206,"200_153_1","Bare areas","Bare land and other areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11207",11207,"201_153_1","Consolidated bare areas","Bare land and other areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11208",11208,"202_153_1","Unconsolidated bare areas","Bare land and other areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11209",11209,"210_153_1","Water bodies","Water bodies","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11210",11210,"220_153_1","Permanent snow and ice","Bare land and other areas","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas",""
"11211",11211,"0_160_1","No data","No Data","Tree cover, flooded, fresh or brakish water","Forest",""
"11212",11212,"10_160_1","Cropland, rainfed","Cropland","Tree cover, flooded, fresh or brakish water","Forest",""
"11213",11213,"11_160_1","Herbaceous cover","Cropland","Tree cover, flooded, fresh or brakish water","Forest",""
"11214",11214,"12_160_1","Tree or shrub cover","Cropland","Tree cover, flooded, fresh or brakish water","Forest",""
"11215",11215,"20_160_1","Cropland, irrigated or post-flooding","Cropland","Tree cover, flooded, fresh or brakish water","Forest",""
"11216",11216,"30_160_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Tree cover, flooded, fresh or brakish water","Forest",""
"11217",11217,"40_160_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11218",11218,"50_160_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11219",11219,"60_160_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11220",11220,"61_160_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11221",11221,"62_160_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11222",11222,"70_160_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11223",11223,"71_160_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11224",11224,"72_160_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11225",11225,"80_160_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11226",11226,"81_160_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11227",11227,"82_160_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11228",11228,"90_160_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11229",11229,"100_160_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11230",11230,"110_160_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11231",11231,"120_160_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11232",11232,"121_160_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11233",11233,"122_160_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11234",11234,"130_160_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11235",11235,"140_160_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11236",11236,"150_160_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11237",11237,"151_160_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11238",11238,"152_160_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11239",11239,"153_160_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11240",11240,"160_160_1","Tree cover, flooded, fresh or brakish water","Forest","Tree cover, flooded, fresh or brakish water","Forest",""
"11241",11241,"170_160_1","Tree cover, flooded, saline water","Wetlands","Tree cover, flooded, fresh or brakish water","Forest",""
"11242",11242,"180_160_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Tree cover, flooded, fresh or brakish water","Forest",""
"11243",11243,"190_160_1","Urban areas","Artificial areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11244",11244,"200_160_1","Bare areas","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11245",11245,"201_160_1","Consolidated bare areas","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11246",11246,"202_160_1","Unconsolidated bare areas","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11247",11247,"210_160_1","Water bodies","Water bodies","Tree cover, flooded, fresh or brakish water","Forest",""
"11248",11248,"220_160_1","Permanent snow and ice","Bare land and other areas","Tree cover, flooded, fresh or brakish water","Forest",""
"11249",11249,"0_170_1","No data","No Data","Tree cover, flooded, saline water","Wetlands",""
"11250",11250,"10_170_1","Cropland, rainfed","Cropland","Tree cover, flooded, saline water","Wetlands",""
"11251",11251,"11_170_1","Herbaceous cover","Cropland","Tree cover, flooded, saline water","Wetlands",""
"11252",11252,"12_170_1","Tree or shrub cover","Cropland","Tree cover, flooded, saline water","Wetlands",""
"11253",11253,"20_170_1","Cropland, irrigated or post-flooding","Cropland","Tree cover, flooded, saline water","Wetlands",""
"11254",11254,"30_170_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Tree cover, flooded, saline water","Wetlands",""
"11255",11255,"40_170_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11256",11256,"50_170_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11257",11257,"60_170_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11258",11258,"61_170_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11259",11259,"62_170_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11260",11260,"70_170_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11261",11261,"71_170_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11262",11262,"72_170_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11263",11263,"80_170_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11264",11264,"81_170_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11265",11265,"82_170_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11266",11266,"90_170_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11267",11267,"100_170_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Tree cover, flooded, saline water","Wetlands",""
"11268",11268,"110_170_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11269",11269,"120_170_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11270",11270,"121_170_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11271",11271,"122_170_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11272",11272,"130_170_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11273",11273,"140_170_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11274",11274,"150_170_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11275",11275,"151_170_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11276",11276,"152_170_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11277",11277,"153_170_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Tree cover, flooded, saline water","Wetlands",""
"11278",11278,"160_170_1","Tree cover, flooded, fresh or brakish water","Forest","Tree cover, flooded, saline water","Wetlands",""
"11279",11279,"170_170_1","Tree cover, flooded, saline water","Wetlands","Tree cover, flooded, saline water","Wetlands",""
"11280",11280,"180_170_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Tree cover, flooded, saline water","Wetlands",""
"11281",11281,"190_170_1","Urban areas","Artificial areas","Tree cover, flooded, saline water","Wetlands",""
"11282",11282,"200_170_1","Bare areas","Bare land and other areas","Tree cover, flooded, saline water","Wetlands",""
"11283",11283,"201_170_1","Consolidated bare areas","Bare land and other areas","Tree cover, flooded, saline water","Wetlands",""
"11284",11284,"202_170_1","Unconsolidated bare areas","Bare land and other areas","Tree cover, flooded, saline water","Wetlands",""
"11285",11285,"210_170_1","Water bodies","Water bodies","Tree cover, flooded, saline water","Wetlands",""
"11286",11286,"220_170_1","Permanent snow and ice","Bare land and other areas","Tree cover, flooded, saline water","Wetlands",""
"11287",11287,"0_180_1","No data","No Data","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11288",11288,"10_180_1","Cropland, rainfed","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11289",11289,"11_180_1","Herbaceous cover","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11290",11290,"12_180_1","Tree or shrub cover","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11291",11291,"20_180_1","Cropland, irrigated or post-flooding","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11292",11292,"30_180_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11293",11293,"40_180_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11294",11294,"50_180_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11295",11295,"60_180_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11296",11296,"61_180_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11297",11297,"62_180_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11298",11298,"70_180_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11299",11299,"71_180_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11300",11300,"72_180_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11301",11301,"80_180_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11302",11302,"81_180_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11303",11303,"82_180_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11304",11304,"90_180_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11305",11305,"100_180_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11306",11306,"110_180_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11307",11307,"120_180_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11308",11308,"121_180_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11309",11309,"122_180_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11310",11310,"130_180_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11311",11311,"140_180_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11312",11312,"150_180_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11313",11313,"151_180_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11314",11314,"152_180_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11315",11315,"153_180_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11316",11316,"160_180_1","Tree cover, flooded, fresh or brakish water","Forest","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11317",11317,"170_180_1","Tree cover, flooded, saline water","Wetlands","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11318",11318,"180_180_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11319",11319,"190_180_1","Urban areas","Artificial areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11320",11320,"200_180_1","Bare areas","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
